Description	enabled	numinputs	min difficulty	expansion	start day	stop day	day of week	playerclass	require a	code a	number of a	modifier a	param1 a	param2 a	sockets a	gem 1 a	gem 2 a	gem 3 a	gem 4 a	gem 5 a	gem 6 a	require b	code b	number of b	modifier b	param1 b	param2 b	sockets b	gem 1 b	gem 2 b	gem 3 b	gem 4 b	gem 5 b	gem 6 b	require c	code c	number of c	modifier c	param1 c	param2 c	sockets c	gem 1 c	gem 2 c	gem 3 c	gem 4 c	gem 5 c	gem 6 c	require d	code d	number of d	modifier d	param1 d	param2 d	sockets d	gem 1 d	gem 2 d	gem 3 d	gem 4 d	gem 5 d	gem 6 d	require e	code e	number of e	modifier e	param1 e	param2 e	sockets e	gem 1 e	gem 2 e	gem 3 e	gem 4 e	gem 5 e	gem 6 e	require f	code f	number of f	modifier f	param1 f	param2 f	sockets f	gem 1 f	gem 2 f	gem 3 f	gem 4 f	gem 5 f	gem 6 f	require g	code g	number of g	modifier g	param1 g	param 2 g	gem 1 g	gem 2 g	gem 3 g	gem 4 g	gem 5 g	gem 6 g	function	product a	product code a	mods a	uses a	fixedlevel a	playerlevel pct a	itemlevel pct a	pmod1a	pmod2a	psocketsa	mod1a	mod1achance	mod1aparam	mod1amin	mod1amax	mod2a	mod2achance	mod2aparam	mod2amin	mod2amax	mod3a	mod3achance	mod3aparam	mod3amin	mod3amax	mod4a	mod4achance	mod4aparam	mod4amin	mod4amax	mod5a	mod5achance	mod5aparam	mod5amin	mod5amax	product b	product code b	mods b	uses b	fixedlevel b	playerlevel pct b	itemlevel pct b	pmod1b	pmod2b	psocketsb	mod1b	mod1bchance	mod1bparam	mod1bmin	mod1bmax	mod2b	mod2bchance	mod2bparam	mod2bmin	mod2bmax	mod3b	mod3bchance	mod3bparam	mod3bmin	mod3bmax	mod4b	mod4bchance	mod4bparam	mod4bmin	mod4bmax	mod5b	mod5bchance	mod5bparam	mod5bmin	mod5bmax
vbl + jew + r04 + sap -> hitpower belt	0	4	0	1	0	0	0		itm	vbl	1	mag	0	0	0							itm	jew	1		0	0	0							itm	r04	1		0	0	0							gem		1	sap	0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	vbl	0	0	0	66	66	crf		0	gethit-skill		44	5	8	thorns			5	10	dmg-to-mana			10	20											0		0	0	0	0	0			0																				0					0
gts + jew + r05 + sap -> hitpower shield	0	4	0	1	0	0	0		itm	gts	1	mag	0	0	0							itm	jew	1		0	0	0							itm	r05	1		0	0	0							gem		1	sap	0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	gts	0	0	0	66	66	crf		0	gethit-skill		44	5	8	thorns			5	10	block			5	10											0		0	0	0	0	0			0																				0					0
ltp + jew + r06 + sap -> hitpower body	0	4	0	1	0	0	0		itm	ltp	1	mag	0	0	0							itm	jew	1		0	0	0							itm	r06	1		0	0	0							gem		1	sap	0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	ltp	0	0	0	66	66	crf		0	gethit-skill		44	5	8	thorns			5	10	howl			10	20											0		0	0	0	0	0			0																				0					0
amu + jew + r07 + sap -> hitpower amulet	0	4	0	1	0	0	0		itm	amu	1	mag	0	0	0							itm	jew	1		0	0	0							itm	r07	1		0	0	0							gem		1	sap	0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	amu	0	0	0	66	66	crf		0	gethit-skill		44	5	8	thorns			5	10	balance1			1	1											0		0	0	0	0	0			0																				0					0
rin + jew + r08 + sap -> hitpower ring	0	4	0	1	0	0	0		itm	rin	1	mag	0	0	0							itm	jew	1		0	0	0							itm	r08	1		0	0	0							gem		1	sap	0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	rin	0	0	0	66	66	crf		0	gethit-skill		44	5	8	thorns			5	10	dex			5	10											0		0	0	0	0	0			0																				0					0
weapon + jew + r09 + sap -> hitpower weapon	1	4	0	1	0	0	0		wep		1	mag	0	0	0							itm	jew	1		0	0	0							itm	r09	1		0	0	0							gem		1	sap	0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	non	0	1	0	66	66	crf		0	gethit-skill		44	5	8	thorns			5	10	dmg%			34	67											0		0	0	0	0	0			0																				0					0
ghm + jew + r01 + rub -> blood helm	0	4	0	1	0	0	0		itm	ghm	1	mag	0	0	0							itm	jew	1		0	0	0							itm	r01	1		0	0	0							gem		1	rub	0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	ghm	0	0	0	66	66	crf		0	lifesteal			1	4	hp			10	20	deadly			5	10											0		0	0	0	0	0			0																				0					0
tbt + jew + r02 + rub -> blood boots	1	4	0	1	0	0	0		itm	tbt	1	mag	0	0	0							itm	jew	1		0	0	0							itm	r02	1		0	0	0							gem		1	rub	0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	tbt	0	0	0	66	66	crf		0	lifesteal			1	4	hp			10	20	regen			5	10											0		0	0	0	0	0			0																				0					0
vgl + jew + r03 + rub -> blood gloves	1	4	0	1	0	0	0		itm	vgl	1	mag	0	0	0							itm	jew	1		0	0	0							itm	r03	1		0	0	0							gem		1	rub	0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	vgl	0	0	0	66	66	crf		0	lifesteal			1	4	hp			10	20	crush			5	10											0		0	0	0	0	0			0																				0					0
mbl + jew + r04 + rub -> blood belt	1	4	0	1	0	0	0		itm	mbl	1	mag	0	0	0							itm	jew	1		0	0	0							itm	r04	1		0	0	0							gem		1	rub	0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	mbl	0	0	0	66	66	crf		0	lifesteal			1	4	hp			10	20	openwounds			5	10											0		0	0	0	0	0			0																				0					0
tow + jew + r05 + rub -> blood shield	0	4	0	1	0	0	0		itm	tow	1	mag	0	0	0							itm	jew	1		0	0	0							itm	r05	1		0	0	0							gem		1	rub	0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	tow	0	0	0	66	66	crf		0	lifesteal			1	4	hp			10	20	thorns			5	10											0		0	0	0	0	0			0																				0					0
fld + jew + r06 + rub -> blood body	0	4	0	1	0	0	0		itm	fld	1	mag	0	0	0							itm	jew	1		0	0	0							itm	r06	1		0	0	0							gem		1	rub	0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	fld	0	0	0	66	66	crf		0	lifesteal			1	4	hp			10	20	demon-heal			1	3											0		0	0	0	0	0			0																				0					0
amu + jew + r07 + rub -> blood amulet	0	4	0	1	0	0	0		itm	amu	1	mag	0	0	0							itm	jew	1		0	0	0							itm	r07	1		0	0	0							gem		1	rub	0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	amu	0	0	0	66	66	crf		0	lifesteal			1	4	hp			10	20	move1			1	1											0		0	0	0	0	0			0																				0					0
rin + jew + r08 + rub -> blood ring	0	4	0	1	0	0	0		itm	rin	1	mag	0	0	0							itm	jew	1		0	0	0							itm	r08	1		0	0	0							gem		1	rub	0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	rin	0	0	0	66	66	crf		0	lifesteal			1	4	hp			10	20	str			5	10											0		0	0	0	0	0			0																				0					0
weapon + jew + r09 + rub -> blood weapon	1	4	0	1	0	0	0		wep		1	mag	0	0	0							itm	jew	1		0	0	0							itm	r09	1		0	0	0							gem		1	rub	0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	non	0	1	0	66	66	crf		0	lifesteal			1	4	hp			10	20	dmg%			34	67											0		0	0	0	0	0			0																				0					0
msk + jew + r01 + ame -> caster helm	0	4	0	1	0	0	0		itm	msk	1	mag	0	0	0							itm	jew	1		0	0	0							itm	r01	1		0	0	0							gem		1	ame	0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	msk	0	0	0	66	66	crf		0	regen-mana			4	12	mana			10	20	manasteal			1	4											0		0	0	0	0	0			0																				0					0
lbt + jew + r02 + ame -> caster boots	1	4	0	1	0	0	0		itm	lbt	1	mag	0	0	0							itm	jew	1		0	0	0							itm	r02	1		0	0	0							gem		1	ame	0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	lbt	0	0	0	66	66	crf		0	regen-mana			4	12	mana			10	20	mana%			5	10											0		0	0	0	0	0			0																				0					0
mgl + jew + r03 + ame -> caster gloves	1	4	0	1	0	0	0		itm	mgl	1	mag	0	0	0							itm	jew	1		0	0	0							itm	r03	1		0	0	0							gem		1	ame	0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	mgl	0	0	0	66	66	crf		0	regen-mana			4	12	mana			10	20	mana-kill			1	3											0		0	0	0	0	0			0																				0					0
tbl + jew + r04 + ame -> caster belt	0	4	0	1	0	0	0		itm	tbl	1	mag	0	0	0							itm	jew	1		0	0	0							itm	r04	1		0	0	0							gem		1	ame	0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	tbl	0	0	0	66	66	crf		0	regen-mana			4	12	mana			10	20	cast1			1	1											0		0	0	0	0	0			0																				0					0
sml + jew + r05 + ame -> caster shield	0	4	0	1	0	0	0		itm	sml	1	mag	0	0	0							itm	jew	1		0	0	0							itm	r05	1		0	0	0							gem		1	ame	0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	sml	0	0	0	66	66	crf		0	regen-mana			4	12	mana			10	20	block			5	10											0		0	0	0	0	0			0																				0					0
plt + jew + r06 + ame -> caster body	1	4	0	1	0	0	0		itm	plt	1	mag	0	0	0							itm	jew	1		0	0	0							itm	r06	1		0	0	0							gem		1	ame	0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	plt	0	0	0	66	66	crf		0	regen-mana			4	12	mana			10	20	mana-kill			1	3											0		0	0	0	0	0			0																				0					0
amu + jew + r07 + ame -> caster amulet	0	4	0	1	0	0	0		itm	amu	1	mag	0	0	0							itm	jew	1		0	0	0							itm	r07	1		0	0	0							gem		1	ame	0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	amu	0	0	0	66	66	crf		0	regen-mana			4	12	mana			10	20	cast1			1	1											0		0	0	0	0	0			0																				0					0
rin + jew + r08 + ame -> caster ring	0	4	0	1	0	0	0		itm	rin	1	mag	0	0	0							itm	jew	1		0	0	0							itm	r08	1		0	0	0							gem		1	ame	0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	rin	0	0	0	66	66	crf		0	regen-mana			4	12	mana			10	20	enr			5	10											0		0	0	0	0	0			0																				0					0
weapon + jew + r09 + ame -> caster weapon	0	4	0	1	0	0	0		wep		1	mag	0	0	0							itm	jew	1		0	0	0							itm	r09	1		0	0	0							gem		1	ame	0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	non	0	1	0	66	66	crf		0	regen-mana			4	12	mana			10	20	dmg%			34	67											0		0	0	0	0	0			0																				0					0
crn + jew + r01 + eme -> safety helm	0	4	0	1	0	0	0		itm	crn	1	mag	0	0	0							itm	jew	1		0	0	0							itm	r01	1		0	0	0							gem		1	eme	0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	crn	0	0	0	66	66	crf		0	red-dmg			3	9	red-mag			2	5	res-ltng			5	15	ac%			10	33						0		0	0	0	0	0			0																				0					0
hbt + jew + r02 + eme -> safety boots	0	4	0	1	0	0	0		itm	hbt	1	mag	0	0	0							itm	jew	1		0	0	0							itm	r02	1		0	0	0							gem		1	eme	0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	hbt	0	0	0	66	66	crf		0	red-dmg			3	9	red-mag			2	5	res-fire			5	15	ac%			10	33						0		0	0	0	0	0			0																				0					0
hgl + jew + r03 + eme -> safety gloves	0	4	0	1	0	0	0		itm	hgl	1	mag	0	0	0							itm	jew	1		0	0	0							itm	r03	1		0	0	0							gem		1	eme	0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	hgl	0	0	0	66	66	crf		0	red-dmg			3	9	red-mag			2	5	res-cold			5	15	ac%			10	33						0		0	0	0	0	0			0																				0					0
lbl + jew + r04 + eme -> safety belt	0	4	0	1	0	0	0		itm	lbl	1	mag	0	0	0							itm	jew	1		0	0	0							itm	r04	1		0	0	0							gem		1	eme	0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	lbl	0	0	0	66	66	crf		0	red-dmg			3	9	red-mag			2	5	res-pois			5	15	ac%			10	33						0		0	0	0	0	0			0																				0					0
kit + jew + r05 + eme -> safety shield	0	4	0	1	0	0	0		itm	kit	1	mag	0	0	0							itm	jew	1		0	0	0							itm	r05	1		0	0	0							gem		1	eme	0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	kit	0	0	0	66	66	crf		0	red-dmg			3	9	red-mag			2	5	res-mag			5	15	ac%			10	33						0		0	0	0	0	0			0																				0					0
brs + jew + r06 + eme -> safety body	1	4	0	1	0	0	0		itm	brs	1	mag	0	0	0							itm	jew	1		0	0	0							itm	r06	1		0	0	0							gem		1	eme	0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	brs	0	0	0	66	66	crf		0	red-dmg			3	9	red-mag			2	5	half-freeze			1	1	ac%			10	33						0		0	0	0	0	0			0																				0					0
amu + jew + r07 + eme -> safety amulet	0	4	0	1	0	0	0		itm	amu	1	mag	0	0	0							itm	jew	1		0	0	0							itm	r07	1		0	0	0							gem		1	eme	0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	amu	0	0	0	66	66	crf		0	red-dmg			3	9	red-mag			2	5	block1			1	1											0		0	0	0	0	0			0																				0					0
rin + jew + r08 + eme -> safety ring	0	4	0	1	0	0	0		itm	rin	1	mag	0	0	0							itm	jew	1		0	0	0							itm	r08	1		0	0	0							gem		1	eme	0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	rin	0	0	0	66	66	crf		0	red-dmg			3	9	red-mag			2	5	vit			5	10											0		0	0	0	0	0			0																				0					0
weapon + jew + r09 + eme -> safety weapon	1	4	0	1	0	0	0		wep		1	mag	0	0	0							itm	jew	1		0	0	0							itm	r09	1		0	0	0							gem		1	eme	0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	non	0	1	0	66	66	crf		0	red-dmg			3	9	red-mag			2	5	dmg%			34	67											0		0	0	0	0	0			0																				0					0
uhl + jew + r11 + sap -> hitpower helm	0	4	0	1	0	0	0		itm	uhl	1	mag	0	0	0							itm	jew	1		0	0	0							itm	r11	1		0	0	0							gem		1	sap	0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	uhl	0	0	0	66	66	crf		0	gethit-skill		44	7	12	thorns			8	20	knock			1	1											0		0	0	0	0	0			0																				0					0
umb + jew + r12 + sap -> hitpower boots	0	4	0	1	0	0	0		itm	umb	1	mag	0	0	0							itm	jew	1		0	0	0							itm	r12	1		0	0	0							gem		1	sap	0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	umb	0	0	0	66	66	crf		0	gethit-skill		44	7	12	thorns			8	20	ac-miss			20	35											0		0	0	0	0	0			0																				0					0
ulg + jew + r13 + sap -> hitpower gloves	0	4	0	1	0	0	0		itm	ulg	1	mag	0	0	0							itm	jew	1		0	0	0							itm	r13	1		0	0	0							gem		1	sap	0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	ulg	0	0	0	66	66	crf		0	gethit-skill		44	7	12	thorns			8	20	ac-hth			20	35											0		0	0	0	0	0			0																				0					0
uvc + jew + r14 + sap -> hitpower belt	1	4	0	1	0	0	0		itm	uvc	1	mag	0	0	0							itm	jew	1		0	0	0							itm	r14	1		0	0	0							gem		1	sap	0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	uvc	0	0	0	66	66	crf		0	gethit-skill		44	7	12	thorns			8	20	dmg-to-mana			20	35											0		0	0	0	0	0			0																				0					0
uts + jew + r15 + sap -> hitpower shield	0	4	0	1	0	0	0		itm	uts	1	mag	0	0	0							itm	jew	1		0	0	0							itm	r15	1		0	0	0							gem		1	sap	0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	uts	0	0	0	66	66	crf		0	gethit-skill		44	7	12	thorns			8	20	block			8	15											0		0	0	0	0	0			0																				0					0
utp + jew + r16 + sap -> hitpower body	0	4	0	1	0	0	0		itm	utp	1	mag	0	0	0							itm	jew	1		0	0	0							itm	r16	1		0	0	0							gem		1	sap	0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	utp	0	0	0	66	66	crf		0	gethit-skill		44	7	12	thorns			8	20	howl			20	35											0		0	0	0	0	0			0																				0					0
amu + jew + r17 + sap -> hitpower amulet	0	4	0	1	0	0	0		itm	amu	1	mag	0	0	0							itm	jew	1		0	0	0							itm	r17	1		0	0	0							gem		1	sap	0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	amu	0	0	0	66	66	crf		0	gethit-skill		44	7	12	thorns			8	20	balance1			1	1											0		0	0	0	0	0			0																				0					0
rin + jew + r18 + sap -> hitpower ring	0	4	0	1	0	0	0		itm	rin	1	mag	0	0	0							itm	jew	1		0	0	0							itm	r18	1		0	0	0							gem		1	sap	0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	rin	0	0	0	66	66	crf		0	gethit-skill		44	7	12	thorns			8	20	dex			8	15											0		0	0	0	0	0			0																				0					0
weapon + jew + r19 + sap -> hitpower weapon	1	4	0	1	0	0	0		wep		1	mag	0	0	0							itm	jew	1		0	0	0							itm	r19	1		0	0	0							gem		1	sap	0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	non	0	1	0	66	66	crf		0	gethit-skill		44	7	12	thorns			8	20	dmg%			40	80											0		0	0	0	0	0			0																				0					0
uhm + jew + r11 + rub -> blood helm	0	4	0	1	0	0	0		itm	uhm	1	mag	0	0	0							itm	jew	1		0	0	0							itm	r11	1		0	0	0							gem		1	rub	0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	uhm	0	0	0	66	66	crf		0	lifesteal			2	6	hp			15	25	deadly			8	15											0		0	0	0	0	0			0																				0					0
utb + jew + r12 + rub -> blood boots	1	4	0	1	0	0	0		itm	utb	1	mag	0	0	0							itm	jew	1		0	0	0							itm	r12	1		0	0	0							gem		1	rub	0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	utb	0	0	0	66	66	crf		0	lifesteal			2	6	hp			15	25	regen			8	15											0		0	0	0	0	0			0																				0					0
uvg + jew + r13 + rub -> blood gloves	1	4	0	1	0	0	0		itm	uvg	1	mag	0	0	0							itm	jew	1		0	0	0							itm	r13	1		0	0	0							gem		1	rub	0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	uvg	0	0	0	66	66	crf		0	lifesteal			2	6	hp			15	25	crush			8	15											0		0	0	0	0	0			0																				0					0
umc + jew + r14 + rub -> blood belt	1	4	0	1	0	0	0		itm	umc	1	mag	0	0	0							itm	jew	1		0	0	0							itm	r14	1		0	0	0							gem		1	rub	0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	umc	0	0	0	66	66	crf		0	lifesteal			2	6	hp			15	25	openwounds			8	15											0		0	0	0	0	0			0																				0					0
uow + jew + r15 + rub -> blood shield	1	4	0	1	0	0	0		itm	uow	1	mag	0	0	0							itm	jew	1		0	0	0							itm	r15	1		0	0	0							gem		1	rub	0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	uow	0	0	0	66	66	crf		0	lifesteal			2	6	hp			15	25	thorns			8	15											0		0	0	0	0	0			0																				0					0
uld + jew + r16 + rub -> blood body	1	4	0	1	0	0	0		itm	uld	1	mag	0	0	0							itm	jew	1		0	0	0							itm	r16	1		0	0	0							gem		1	rub	0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	uld	0	0	0	66	66	crf		0	lifesteal			2	6	hp			15	25	demon-heal			1	3											0		0	0	0	0	0			0																				0					0
amu + jew + r17 + rub -> blood amulet	1	4	0	1	0	0	0		itm	amu	1	mag	0	0	0							itm	jew	1		0	0	0							itm	r17	1		0	0	0							gem		1	rub	0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	amu	0	0	0	66	66	crf		0	lifesteal			2	6	hp			15	25	move1			1	1											0		0	0	0	0	0			0																				0					0
rin + jew + r18 + rub -> blood ring	1	4	0	1	0	0	0		itm	rin	1	mag	0	0	0							itm	jew	1		0	0	0							itm	r18	1		0	0	0							gem		1	rub	0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	rin	0	0	0	66	66	crf		0	lifesteal			2	6	hp			15	25	str			8	15											0		0	0	0	0	0			0																				0					0
weapon + jew + r19 + rub -> blood weapon	1	4	0	1	0	0	0		wep		1	mag	0	0	0							itm	jew	1		0	0	0							itm	r19	1		0	0	0							gem		1	rub	0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	non	0	1	0	66	66	crf		0	lifesteal			2	6	hp			15	25	dmg%			40	80											0		0	0	0	0	0			0																				0					0
usk + jew + r11 + ame -> caster helm	0	4	0	1	0	0	0		itm	usk	1	mag	0	0	0							itm	jew	1		0	0	0							itm	r11	1		0	0	0							gem		1	ame	0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	usk	0	0	0	66	66	crf		0	regen-mana			7	21	mana			15	25	manasteal			2	7											0		0	0	0	0	0			0																				0					0
ulb + jew + r12 + ame -> caster boots	1	4	0	1	0	0	0		itm	ulb	1	mag	0	0	0							itm	jew	1		0	0	0							itm	r12	1		0	0	0							gem		1	ame	0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	ulb	0	0	0	66	66	crf		0	regen-mana			7	21	mana			15	25	mana%			8	15											0		0	0	0	0	0			0																				0					0
umg + jew + r13 + ame -> caster gloves	1	4	0	1	0	0	0		itm	umg	1	mag	0	0	0							itm	jew	1		0	0	0							itm	r13	1		0	0	0							gem		1	ame	0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	umg	0	0	0	66	66	crf		0	regen-mana			7	21	mana			15	25	mana-kill			2	5											0		0	0	0	0	0			0																				0					0
utc + jew + r14 + ame -> caster belt	1	4	0	1	0	0	0		itm	utc	1	mag	0	0	0							itm	jew	1		0	0	0							itm	r14	1		0	0	0							gem		1	ame	0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	utc	0	0	0	66	66	crf		0	regen-mana			7	21	mana			15	25	cast1			1	1											0		0	0	0	0	0			0																				0					0
uml + jew + r15 + ame -> caster shield	1	4	0	1	0	0	0		itm	uml	1	mag	0	0	0							itm	jew	1		0	0	0							itm	r15	1		0	0	0							gem		1	ame	0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	uml	0	0	0	66	66	crf		0	regen-mana			7	21	mana			15	25	block			8	15											0		0	0	0	0	0			0																				0					0
ult + jew + r16 + ame -> caster body	1	4	0	1	0	0	0		itm	ult	1	mag	0	0	0							itm	jew	1		0	0	0							itm	r16	1		0	0	0							gem		1	ame	0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	ult	0	0	0	66	66	crf		0	regen-mana			7	21	mana			15	25	mana-kill			2	5											0		0	0	0	0	0			0																				0					0
amu + jew + r17 + ame -> caster amulet	1	4	0	1	0	0	0		itm	amu	1	mag	0	0	0							itm	jew	1		0	0	0							itm	r17	1		0	0	0							gem		1	ame	0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	amu	0	0	0	66	66	crf		0	regen-mana			7	21	mana			15	25	cast1			1	1											0		0	0	0	0	0			0																				0					0
rin + jew + r18 + ame -> caster ring	1	4	0	1	0	0	0		itm	rin	1	mag	0	0	0							itm	jew	1		0	0	0							itm	r18	1		0	0	0							gem		1	ame	0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	rin	0	0	0	66	66	crf		0	regen-mana			7	21	mana			15	25	enr			8	15											0		0	0	0	0	0			0																				0					0
weapon + jew + r19 + ame -> caster weapon	1	4	0	1	0	0	0		wep		1	mag	0	0	0							itm	jew	1		0	0	0							itm	r19	1		0	0	0							gem		1	ame	0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	non	0	1	0	66	66	crf		0	regen-mana			7	21	mana			15	25	dmg%			40	80											0		0	0	0	0	0			0																				0					0
urn + jew + r11 + eme -> safety helm	0	4	0	1	0	0	0		itm	urn	1	mag	0	0	0							itm	jew	1		0	0	0							itm	r11	1		0	0	0							gem		1	eme	0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	urn	0	0	0	66	66	crf		0	red-dmg			6	15	red-mag			3	10	res-ltng			10	25	ac%			20	50						0		0	0	0	0	0			0																				0					0
uhb + jew + r12 + eme -> safety boots	0	4	0	1	0	0	0		itm	uhb	1	mag	0	0	0							itm	jew	1		0	0	0							itm	r12	1		0	0	0							gem		1	eme	0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	uhb	0	0	0	66	66	crf		0	red-dmg			6	15	red-mag			3	10	res-fire			10	25	ac%			20	50						0		0	0	0	0	0			0																				0					0
uhg + jew + r13 + eme -> safety gloves	0	4	0	1	0	0	0		itm	uhg	1	mag	0	0	0							itm	jew	1		0	0	0							itm	r13	1		0	0	0							gem		1	eme	0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	uhg	0	0	0	66	66	crf		0	red-dmg			6	15	red-mag			3	10	res-cold			10	25	ac%			20	50						0		0	0	0	0	0			0																				0					0
ulc + jew + r14 + eme -> safety belt	0	4	0	1	0	0	0		itm	ulc	1	mag	0	0	0							itm	jew	1		0	0	0							itm	r14	1		0	0	0							gem		1	eme	0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	ulc	0	0	0	66	66	crf		0	red-dmg			6	15	red-mag			3	10	res-pois			10	25	ac%			20	50						0		0	0	0	0	0			0																				0					0
uit + jew + r15 + eme -> safety shield	0	4	0	1	0	0	0		itm	uit	1	mag	0	0	0							itm	jew	1		0	0	0							itm	r15	1		0	0	0							gem		1	eme	0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	uit	0	0	0	66	66	crf		0	red-dmg			6	15	red-mag			3	10	res-mag			10	25	ac%			20	50						0		0	0	0	0	0			0																				0					0
urs + jew + r16 + eme -> safety body	1	4	0	1	0	0	0		itm	urs	1	mag	0	0	0							itm	jew	1		0	0	0							itm	r16	1		0	0	0							gem		1	eme	0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	urs	0	0	0	66	66	crf		0	red-dmg			6	15	red-mag			3	10	half-freeze			1	1	ac%			20	50						0		0	0	0	0	0			0																				0					0
amu + jew + r17 + eme -> safety amulet	0	4	0	1	0	0	0		itm	amu	1	mag	0	0	0							itm	jew	1		0	0	0							itm	r17	1		0	0	0							gem		1	eme	0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	amu	0	0	0	66	66	crf		0	red-dmg			6	15	red-mag			3	10	block1			1	1											0		0	0	0	0	0			0																				0					0
rin + jew + r18 + eme -> safety ring	0	4	0	1	0	0	0		itm	rin	1	mag	0	0	0							itm	jew	1		0	0	0							itm	r18	1		0	0	0							gem		1	eme	0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	rin	0	0	0	66	66	crf		0	red-dmg			6	15	red-mag			3	10	vit			8	15											0		0	0	0	0	0			0																				0					0
weapon + jew + r19 + eme -> safety weapon	1	4	0	1	0	0	0		wep		1	mag	0	0	0							itm	jew	1		0	0	0							itm	r19	1		0	0	0							gem		1	eme	0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	non	0	1	0	66	66	crf		0	red-dmg			6	15	red-mag			3	10	dmg%			40	80											0		0	0	0	0	0			0																				0					0
xap + jew + r10 + sku -> deadly helm	0	4	0	1	1	7	0		itm	xap	1	mag	0	0	0							itm	jew	1		0	0	0							itm	r10	1		0	0	0							gem		1	sku	0	0	0									0		0	0	0									0		0	0	0									0		0	0							0	1	xap	0	0	0	66	66	crf		0	crush			2	10	deadly			2	10	ac			5	15											0		0	0	0	0	0			0																				0					0
