name	version	compactsave	rarity	spawnable	minac	maxac	absorbs	speed	reqstr	block	durability	nodurability	level	levelreq	cost	gamble cost	code	magic lvl	auto prefix	alternategfx	OpenBetaGfx	normcode	ubercode	ultracode	spelloffset	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	setinvfile	rArm	lArm	Torso	Legs	rSPad	lSPad	useable	throwable	stackable	minstack	maxstack	type	sound	unique	transparent	transtbl	quivered	lightradius	belt	quest	missiletype	durwarning	qntwarning	mindam	maxdam	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicLvl	ElzixMagicMin	ElzixMagicMax	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	nameable
Tiara	100	0	4	1	40	50	0	0	0	0	25	0	45	37	60000	700000	ci2	20		lit	lit	ci1	ci2	ci3	0	0	2	2	1	3	1	flpci1	invci2									0	0	0	0	0	circ	12	0	0	5	0	2	0	0	0	3	0	0	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	2	0	xxx	xxx	0	0	1
Diadem	100	0	4	1	50	60	0	0	0	0	20	0	60	52	90000	1382500	ci3	25		lit	lit	ci1	ci2	ci3	0	0	2	2	1	3	1	flpci2	invci3									0	0	0	0	0	circ	12	0	0	5	0	3	0	0	0	3	0	0	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	2	0	xxx	xxx	0	0	1
Shako	100	0	1	1	98	141	0	0	50	0	12	0	65	57	62993	503591	uap			cap	cap	cap	xap	uap	0	0	2	2	1	2	1	flpcap	invcap									0	0	0	0	0	helm	6	0	0	5	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	255	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	8	0	xxx	xxx	0	0	1
Hydraskull	100	0	1	1	101	145	0	0	84	0	18	0	68	60	67647	568276	ukp			skp	skp	skp	xkp	ukp	0	0	2	2	1	2	1	flpskp	invskp									0	0	0	0	0	helm	12	0	0	5	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	255	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	8	0	xxx	xxx	0	0	1
Armet	100	0	1	1	105	149	0	0	109	0	24	0	73	65	75016	671703	ulm			hlm	hlm	hlm	xlm	ulm	0	0	2	2	1	2	1	flphlm	invhlm	invhlmu	invhlmu							0	0	0	0	0	helm	12	0	0	5	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	255	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	8	0	xxx	xxx	0	0	1
Giant Conch	100	0	2	1	110	154	0	0	142	0	30	0	54	46	57806	757863	uhl			fhl	fhl	fhl	xhl	uhl	0	0	2	2	1	2	1	flpfhl	invfhl	invfhlu	invfhlu							0	0	0	0	0	helm	12	0	0	5	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	255	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	8	0	xxx	xxx	0	0	1
Spired Helm	100	0	2	1	114	159	0	0	192	0	40	0	78	70	86076	920880	uhm			ghm	ghm	ghm	xhm	uhm	0	0	2	2	1	3	1	flpghm	invghm		invuhms							0	0	0	0	0	helm	12	0	0	5	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	255	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	8	0	xxx	xxx	0	0	1
Corona	100	0	2	1	111	165	0	0	174	0	50	0	81	73	90354	1042170	urn			crn	crn	crn	xrn	urn	0	0	2	2	1	3	1	flpcrn	invcrn									0	0	0	0	0	helm	12	0	0	5	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	255	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	8	0	xxx	xxx	0	0	1
Demonhead	100	0	3	1	101	154	0	0	102	0	20	0	76	68	78623	799703	usk			msk	msk	msk	xsk	usk	0	0	2	2	1	3	1	flpmsk	invmsk									0	0	0	0	0	helm	12	0	0	5	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	255	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	2	0	xxx	xxx	0	0	1
Dusk Shroud	100	0	1	1	361	467	0	0	77	0	20	0	66	58	221666	1685148	uui			qlt	qlt	qui	xui	uui	0	1	2	3	1	4	1	flpqlt	invqlt			0	0	0	0	1	1	0	0	0	0	0	tors	17	0	0	5	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	255	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	8	0	xxx	xxx	0	0	1
Wyrmhide	100	0	1	1	364	470	0	0	84	0	24	0	67	59	226927	1785276	uea			lea	lea	lea	xea	uea	0	1	2	3	1	4	1	flplea	invlea			0	0	1	0	1	1	0	0	0	0	0	tors	17	0	0	5	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	255	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	8	0	xxx	xxx	0	0	1
Scarab Husk	100	0	1	1	369	474	0	0	95	0	28	0	68	60	232573	1891607	ula			hla	hla	hla	xla	ula	0	1	2	3	1	4	1	flphla	invhla			1	1	1	0	1	1	0	0	0	0	0	tors	17	0	0	5	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	255	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	8	0	xxx	xxx	0	0	1
Wire Fleece	100	0	1	1	375	481	0	0	111	0	32	0	70	62	243050	2059887	utu			stu	stu	stu	xtu	utu	0	1	2	3	1	4	1	flpstu	invstu			1	0	0	1	1	1	0	0	0	0	0	tors	17	0	0	5	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	255	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	8	0	xxx	xxx	0	0	1
Diamond Mail	100	0	1	1	383	489	0	5	131	0	26	0	72	64	254435	2243423	ung			rng	rng	rng	xng	ung	0	1	2	3	1	4	1	flprng	invrng			0	0	1	1	1	1	0	0	0	0	0	tors	7	0	0	5	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	255	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	8	0	xxx	xxx	0	0	1
Loricated Mail	100	0	1	1	390	496	0	10	149	0	36	0	72	64	258621	2382039	ucl			scl	scl	scl	xcl	ucl	0	1	2	3	1	4	1	flpscl	invscl			1	1	1	1	1	1	0	0	0	0	0	tors	7	0	0	5	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	255	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	8	0	xxx	xxx	0	0	1
Boneweave	100	0	1	1	399	505	0	5	158	0	45	0	64	56	234934	2536340	uhn			chn	chn	chn	xhn	uhn	0	1	2	3	1	4	1	flpchn	invchn			1	1	1	1	2	2	0	0	0	0	0	tors	7	0	0	5	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	255	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	8	0	xxx	xxx	0	0	1
Great Hauberk	100	0	2	1	395	501	1	0	118	0	50	0	75	67	272206	2676189	urs			brs	brs	brs	xrs	urs	0	1	2	3	1	4	1	flpbrs	invbrs			0	0	2	0	2	2	0	0	0	0	0	tors	21	0	0	5	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	255	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	8	0	xxx	xxx	0	0	1
Balrog Skin	100	0	1	1	410	517	0	5	165	0	30	0	77	69	289059	2882894	upl			spl	spl	spl	xpl	upl	0	1	2	3	1	4	1	flpspl	invspl			1	1	2	1	1	1	0	0	0	0	0	tors	21	0	0	5	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	255	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	8	0	xxx	xxx	0	0	1
Hellforged Plate	100	0	1	1	421	530	0	10	196	0	60	0	79	71	303932	3197721	ult			plt	plt	plt	xlt	ult	0	1	2	3	1	4	1	flpplt	invplt			2	2	2	2	1	1	0	0	0	0	0	tors	21	0	0	5	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	255	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	8	0	xxx	xxx	0	0	1
Kraken Shell	100	0	3	1	417	523	2	5	174	0	48	0	81	73	308015	3411990	uld			fld	fld	fld	xld	uld	0	1	2	3	1	4	1	flpfld	invfld			1	1	2	2	2	2	0	0	0	0	0	tors	21	0	0	5	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	255	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	8	0	xxx	xxx	0	0	1
Lacquered Plate	100	0	3	1	433	541	0	5	208	0	55	0	84	76	330885	3803464	uth			gth	gth	gth	xth	uth	0	1	2	3	1	4	1	flpgth	invgth			2	2	1	2	2	2	0	0	0	0	0	tors	21	0	0	5	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	255	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	8	0	xxx	xxx	0	0	1
Shadow Plate	100	0	1	1	446	557	2	10	230	0	70	0	86	78	348675	4274953	uul			ful	ful	ful	xul	uul	0	1	2	3	1	4	1	flpful	invful			2	2	2	2	2	2	0	0	0	0	0	tors	21	0	0	5	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	255	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	8	0	xxx	xxx	0	0	1
Sacred Armor	100	0	4	1	487	600	5	5	232	0	60	0	88	80	386598	4872212	uar			aar	aar	aar	xar	uar	0	1	2	3	1	4	1	flpaar	invaar	invaaru	invaaru	1	2	2	2	2	0	0	0	0	0	0	tors	21	0	0	5	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	255	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	8	0	xxx	xxx	0	0	1
Archon Plate	100	0	2	1	410	524	1	0	103	0	60	0	85	77	321262	3851372	utp			ltp	ltp	ltp	xtp	utp	0	1	2	3	1	4	1	flpltp	invltp			2	0	1	1	2	2	0	0	0	0	0	tors	21	0	0	5	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	255	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	8	0	xxx	xxx	0	0	1
Heater	100	0	1	1	81	100	0	0	77	22	88	0	66	58	48163	385227	uuc			buc	buc	buc	xuc	uuc	0	7	2	2	1	1	2	flpbuc	invbuc	invbucu	invbucu							0	0	0	0	0	shie	32	0	0	5	0	0	0	0	0	1	0	16	30	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	255	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	8	0	xxx	xxx	0	0	1
Luna	100	0	1	1	84	103	0	0	100	20	84	0	68	60	51237	436543	uml			buc	buc	sml	xml	uml	0	7	2	2	1	2	2	flpsml	invsml	invsmlu	invsmlu							0	0	0	0	0	shie	32	0	0	5	0	0	0	0	0	1	0	17	29	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	255	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	5	0	xxx	xxx	0	0	1
Hyperion	100	0	1	1	87	106	0	5	127	24	82	0	72	64	55938	514278	urg			lrg	lrg	lrg	xrg	urg	0	7	2	3	1	3	2	flplrg	invlrg	invlrgu	invlrgu							0	0	0	0	0	shie	18	0	0	5	0	0	0	0	0	1	0	14	32	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	255	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	2	0	xxx	xxx	0	0	1
Monarch	100	0	2	1	90	109	0	0	156	22	86	0	74	66	59244	576154	uit			kit	kit	kit	xit	uit	0	7	2	3	1	3	2	flpkit	invkit	invkitu	invkitu							0	0	0	0	0	shie	18	0	0	5	0	0	0	0	0	1	0	12	34	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	255	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	2	0	xxx	xxx	0	0	1
Aegis	100	0	2	1	94	114	1	10	219	24	92	0	78	70	65430	693568	uow			tow	tow	tow	xow	uow	0	7	2	3	1	3	2	flptow	invtow	invtowu	invtowu							0	0	0	0	0	shie	18	0	0	5	0	0	0	0	0	1	0	18	28	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	255	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	2	0	xxx	xxx	0	0	1
Ward	100	0	3	1	100	121	0	5	185	24	100	0	82	74	73270	856602	uts			kit	kit	gts	xts	uts	0	7	2	4	1	3	2	flpgts	invgts	invgtsu	invutss							0	0	0	0	0	shie	18	0	0	5	0	0	0	0	0	1	0	11	35	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	255	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	2	0	xxx	xxx	0	0	1
Bramble Mitts	100	0	1	1	54	62	0	0	50	0	12	0	67	59	31570	269938	ulg			lgl	lgl	lgl	xlg	ulg	0	16	2	2	0	0	0	flplgl	invlgl									0	0	0	0	0	glov	10	0	0	5	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	255	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	8	0	xxx	xxx	0	0	1
Vampirebone Gloves	100	0	1	1	56	65	0	0	50	0	14	0	69	61	33760	306103	uvg			vgl	vgl	vgl	xvg	uvg	0	16	2	2	0	0	0	flpvgl	invvgl									0	0	0	0	0	glov	10	0	0	5	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	255	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	8	0	xxx	xxx	0	0	1
Vambraces	100	0	2	1	59	67	0	0	106	0	16	0	72	64	36467	352152	umg			mgl	mgl	mgl	xmg	umg	0	16	2	2	0	0	0	flpmgl	invmgl									0	0	0	0	0	glov	35	0	0	5	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	255	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	8	0	xxx	xxx	0	0	1
Crusader Gauntlets	100	0	2	1	59	68	0	0	151	0	18	0	77	69	39629	420620	utg			mgl	mgl	tgl	xtg	utg	0	16	2	2	0	0	0	flptgl	invtgl									0	0	0	0	0	glov	36	0	0	5	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	255	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	8	0	xxx	xxx	0	0	1
Ogre Gauntlets	100	0	3	1	62	71	0	0	185	0	24	0	81	73	43357	498191	uhg			hgl	hgl	hgl	xhg	uhg	0	16	2	2	0	0	0	flphgl	invhgl									0	0	0	0	0	glov	36	0	0	5	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	255	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	8	0	xxx	xxx	0	0	1
Wyrmhide Boots	100	0	1	1	54	62	0	0	50	0	12	0	67	59	31570	269938	ulb			lbt	lbt	lbt	xlb	ulb	0	16	2	2	0	0	0	flplbt	invlbt									0	0	0	0	0	boot	4	0	0	5	0	0	0	0	0	6	0	23	38	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	255	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	8	0	xxx	xxx	0	0	1
Scarabshell Boots	100	0	1	1	56	65	0	0	91	0	14	0	69	61	33720	305620	uvb			vbt	vbt	vbt	xvb	uvb	0	16	2	2	0	0	0	flpvbt	invvbt									0	0	0	0	0	boot	4	0	0	5	0	0	0	0	0	6	0	24	40	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	255	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	8	0	xxx	xxx	0	0	1
Boneweave Boots	100	0	2	1	59	67	0	0	118	0	16	0	72	64	36456	352010	umb			mbt	mbt	mbt	xmb	umb	0	16	2	2	0	0	0	flpmbt	invmbt									0	0	0	0	0	boot	33	0	0	5	0	0	0	0	0	6	0	26	42	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	255	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	8	0	xxx	xxx	0	0	1
Mirrored Boots	100	0	2	1	59	68	0	0	163	0	18	0	77	69	39618	420465	utb			mbt	mbt	tbt	xtb	utb	0	16	2	2	0	0	0	flptbt	invtbt									0	0	0	0	0	boot	34	0	0	5	0	0	0	0	0	6	0	28	46	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	255	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	8	0	xxx	xxx	0	0	1
