Missile	Id	Vel	MaxVel	Accel	Range	LevRange	Light	Flicker	Red	Green	Blue	InitSteps	Activate	LoopAnim	CelFile	AnimLen	AnimSpeed	RandStart	SubLoop	SubStart	SubStop	CollideType	CollideKill	CollideFriend	LastCollide	Collision	ClientCol	ClientSend	NextHit	NextDelay	Size	CanDestroy	ToHit	AlwaysExplode	Explosion	CanSlow	ReturnFire	GetHit	KnockBack	Trans	Qty	Pierce	Param1	Param1 Comment	Param2	Param2 Comment	SpecialSetup	Open	Beta	Skill	HitShift	SrcDamage	MinDamage	MaxDamage	LevDam1	LevDam2	LevDam3	EType	EMin	Emax	ELev1	ELev2	ELev3	ELen	ELevLen1	ELevLen2	ELevLen3	HitClass	NumDirections	LocalBlood
FrozenOrb	260	10	10	0	30	0	6	0	81	81	255	1	0	1	IceOrb	16	16	0	0	0	0	3	0	0	1	1	1	0	0	0	1	1	0	1	0	1	1	1	0	1	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
FrozenOrbBolt	261	18	18	0	25	0	4	0	81	81	255	0	0	1	IceBolt	6	16	0	0	0	0	3	1	0	1	1	1	0	0	0	1	1	0	0	0	1	1	1	0	1	0	0	0	none	0	none	0	0	0	64	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	16	0
FrozenOrbNova	262	24	24	0	25	0	4	0	81	81	255	0	0	1	IceBolt	6	16	0	0	0	0	3	1	0	1	1	1	0	0	0	1	1	0	0	0	1	1	1	0	1	0	0	0	none	0	none	0	0	0	64	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	16	0
FrozenOrbExplode	263	0	0	0	16	0	6	0	81	81	255	0	0	0	IceOrbExplode	16	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
ChillingArmorBolt	264	18	18	0	25	0	4	0	81	81	255	0	0	1	IceBolt	6	16	0	0	0	0	3	1	0	1	1	1	0	0	0	1	1	0	0	0	1	1	1	0	1	0	0	0	none	0	none	0	0	0	60	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	16	0
FireExplosion	265	0	0	0	12	0	0	0	0	0	0	0	0	0	FireArrowExplode2	12	16	5	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	1	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
BlowGun	266	20	20	0	90	0	0	0	255	255	255	1	0	1	Blowdart	8	16	0	0	0	0	3	1	0	1	1	1	0	0	0	1	1	1	0	0	1	1	1	0	0	0	1	0	none	0	none	0	1	1	0	8	0	4	6	1	1	1		0	0	0	0	0	0	0	0	0	10	16	0
ChainLightning	267	30	30	0	25	0	4	0	255	255	255	0	0	1	LightningStrike	8	16	0	0	0	0	3	0	0	1	1	1	0	1	4	2	1	0	0	0	1	1	1	1	1	0	0	0	none	0	none	0	0	0	53	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	64	32	0
ReviveSmall	268	0	0	0	25	0	5	0	255	178	64	0	0	0	Revive	25	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
ReviveMedium	269	0	0	0	25	0	5	0	255	178	64	0	0	0	Revive	25	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
ReviveLarge	270	0	0	0	25	0	5	0	255	178	64	0	0	0	Revive	25	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
MonGlacialSpike	271	18	18	0	40	0	5	0	81	81	255	1	0	1	GlacialSpike	6	16	0	0	0	0	3	1	0	1	1	1	0	0	0	1	1	0	0	0	1	1	1	0	1	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	cold	2	4	2	2	2	0	0	0	0	0	16	0
IceBreakSmall	272	0	0	0	30	0	0	0	255	255	255	0	0	0	IceBreakSmall	15	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	4	0
IceBreakMedium	273	0	0	0	30	0	0	0	255	255	255	0	0	0	IceBreakLarge	15	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	4	0
IceBreakLarge	274	0	0	0	30	0	0	0	255	255	255	0	0	0	IceBreakLarge	15	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	4	0
IceBreakSmoke	275	0	0	0	15	0	0	0	255	255	255	0	0	0	IceBreakSmoke	15	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
Mephisto	276	24	24	0	40	0	9	0	255	255	255	0	0	1	MephistoMissile	10	16	0	0	0	0	3	1	0	1	1	1	0	0	0	2	1	0	0	0	1	1	1	0	1	0	1	0	none	0	none	0	0	0	0	8	0	3	4	1	1	1	cold	12	18	3	3	3	75	0	0	0	0	16	0
Firehead	277	14	14	0	40	0	8	0	255	178	64	1	0	1	VampireMissile	19	16	0	0	0	0	3	1	0	1	1	1	0	0	0	1	1	0	1	0	1	1	0	0	1	0	1	0	none	0	none	0	0	0	0	6	0	0	0	0	0	0	fire	4	10	1	1	1	0	0	0	0	0	16	0
Whilrwind	278	12	12	0	3	0	0	0	0	0	0	0	0	0	null	2	16	0	0	0	0	3	0	0	0	1	1	0	0	0	2	0	0	0	0	1	0	1	1	0	0	0	0	none	0	none	0	0	0	151	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
ArcaneLightningBolt	279	32	32	0	40	0	8	1	178	178	255	1	0	2	null	2	16	0	0	0	0	1	0	0	1	1	1	0	0	0	2	1	0	0	0	1	1	1	0	1	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	ltng	7	14	5	5	5	600	0	0	0	64	1	0
FrogFire	280	15	15	0	40	0	4	1	255	64	64	1	0	1	Fireball	5	16	0	0	0	0	3	1	0	1	1	1	0	0	0	1	1	0	0	0	1	1	1	33	1	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	fire	9	18	6	6	6	0	0	0	0	0	16	0
FrogCold	281	12	12	0	35	0	4	1	64	64	255	1	0	1	Icebolt	6	16	0	0	0	0	3	1	0	1	1	1	0	0	0	1	1	0	0	0	1	1	1	33	1	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	cold	6	12	5	5	5	600	0	0	0	0	16	0
FrogPois	282	12	12	0	30	0	4	1	64	255	64	1	0	1	FrogPoisonMissile	7	16	0	0	0	0	3	1	0	1	1	1	0	0	0	1	1	0	0	0	1	1	1	33	1	0	1	0	none	0	none	0	0	0	0	0	0	0	0	0	0	0	pois	6	12	5	5	5	600	0	0	0	0	16	0
DesertFireBall	283	16	16	0	40	0	6	1	255	64	64	1	0	1	Fireball	5	16	0	0	0	0	1	1	0	1	1	1	0	0	0	1	1	0	0	0	1	1	1	0	1	0	1	2	Radius	0	none	0	0	0	0	8	0	0	0	0	0	0	fire	3	5	4	4	4	600	0	0	0	0	16	0
BRDeathControl	284	0	0	0	375	0	6	1	255	255	255	25	0	0	null	2	16	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
BRDeathLightningBolt	285	32	32	0	20	0	4	0	255	255	255	0	0	2	null	2	16	0	0	0	0	0	0	0	1	1	1	0	0	0	2	1	0	0	0	1	1	1	0	1	0	1	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	64	1	0
BRDeathLightningHit	286	0	0	0	12	0	0	0	255	255	255	0	0	1	LightningStrike	8	16	0	1	0	7	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	4	Rand Light Radius Add	0	none	0	1	1	0	8	0	0	0	0	0	0	ltng	2	5	4	4	4	0	0	0	0	64	32	0
DenOfEvilLight	287	0	0	0	300	0	10	0	255	255	255	0	0	1	LightBeams	21	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	4	0
CairnStones	288	0	0	0	300	0	0	0	255	255	255	0	0	1	null	2	16	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	40	Fade frames	2	Lightning delay	0	1	1	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	64	1	0
CairnStonesSky	289	0	0	0	5	0	0	0	255	255	255	0	0	1	null	2	16	0	0	0	0	3	1	1	0	0	0	0	0	0	2	1	0	1	0	1	0	0	0	1	0	0	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0	ltng	1	6	0	0	0	0	0	0	0	64	1	0
CairnStonesGround	290	20	20	0	30	0	0	0	255	255	255	0	0	1	null	2	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	64	1	0
TowerMist	291	2	2	0	400	0	2	0	255	255	255	0	0	1	null	2	16	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	1	0	0	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
TowerMistTrail	292	3	3	0	50	0	2	0	255	255	255	0	0	1	mist	14	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
BRDeathSmokeS1	293	0	0	0	60	0	0	0	0	0	0	40	0	1	BRSmokeS1	20	16	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
BRDeathSmokeNU	294	0	0	0	340	0	0	0	0	0	0	0	0	1	BRSmokeNU	20	16	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
BRDeathSmokeDT	295	0	0	0	20	0	0	0	0	0	0	0	0	1	BRSmokeDT	20	16	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
BRDeathSpiritS1	296	0	0	0	60	0	4	0	255	255	255	40	0	1	BRSpiritS1	20	16	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
BRDeathSpiritNU	297	0	0	0	340	0	4	0	255	255	255	0	0	1	BRSpiritNU	20	16	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
BRDeathSpiritDT	298	0	0	0	20	0	4	0	255	255	255	0	0	1	BRSpiritDT	20	16	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
MephistoDeathControl	299	0	0	0	275	0	6	1	255	255	255	0	0	0	null	2	16	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
MephistoFirewallMaker	300	8	8	0	50	0	5	0	255	178	64	0	0	1	groundFireSmall	2	16	0	1	1	2	0	0	0	1	1	1	1	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	32	1	0
MephistoFirewall	301	0	0	0	25	0	5	1	255	178	64	0	0	0	groundFireSmall	37	16	0	1	12	36	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	1	4	Rand Light Radius Add	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	32	1	0
MephistoFlyingRocksBig	302	12	12	0	10	3	0	0	0	0	0	0	0	1	ExplosionSpark	16	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
MephistoExplosionBig	303	0	0	0	12	0	13	0	255	178	64	0	0	0	FireArrowExplode2	12	16	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
MephistoFlyingRocksSmall	304	12	12	0	5	3	0	0	0	0	0	0	0	1	ExplosionSparkSmall	16	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
MephistoExplosionSmall	305	0	0	0	12	0	13	0	255	178	64	0	0	0	FireArrowExplode2	12	16	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
MephistoDoNotDraw	306	0	0	0	70	0	0	0	0	0	0	0	0	0	null	2	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
AndyControl0	307	0	0	0	350	0	0	0	0	0	0	0	0	0	null	2	16	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
AndyFirewallMaker	308	8	8	0	50	0	8	0	255	178	64	0	0	1	groundFireSmall	2	16	0	1	1	2	0	0	0	1	1	1	1	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	32	1	0
AndyFirewall	309	0	0	0	25	0	5	0	255	178	64	0	0	0	groundFireSmall	37	16	0	1	12	36	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	1	4	Rand Light Radius Add	0	none	0	1	1	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	32	1	0
AndyColumnFireBase	310	0	0	0	25	0	5	0	255	178	64	0	0	0	groundFireMedium	37	16	0	1	12	36	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	1	4	Rand Light Radius Add	0	none	0	1	1	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	32	1	0
AndyColumnFire	311	0	0	0	15	0	0	0	192	128	128	0	0	0	AndarielFlameDeath	15	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
AndyFallingDebris1	312	0	0	0	8	0	0	0	0	0	0	0	0	0	CeilingChunkFall01	1	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
AndyFallingDebris2	313	0	0	0	8	0	0	0	0	0	0	0	0	0	CeilingChunkFall02	1	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
AndyFallingDebris3	314	0	0	0	8	0	0	0	0	0	0	0	0	0	CeilingChunkFall03	1	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
AndyDebrisExplosion1	315	0	0	0	11	0	0	0	0	0	0	0	0	0	CeilingChunkVanish01	11	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
AndyDebrisExplosion2	316	0	0	0	11	0	0	0	0	0	0	0	0	0	CeilingChunkVanish02	11	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
AndyDebrisExplosion3	317	0	0	0	11	0	0	0	0	0	0	0	0	0	CeilingChunkRemain01	11	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
AndyDebrisExplosion4	318	0	0	0	11	0	0	0	0	0	0	0	0	0	CeilingChunkRemain02	11	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
AndyDebrisExplosion5	319	0	0	0	11	0	0	0	0	0	0	0	0	0	CeilingChunkRemain03	11	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
WillowispLightningBolt	320	32	32	0	40	0	8	1	178	178	255	1	0	2	null	2	16	0	0	0	0	3	0	0	1	1	1	0	0	0	2	1	0	0	0	1	1	1	0	1	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	ltng	7	14	5	5	5	600	0	0	0	64	1	0
QueenPoisonCloud	321	8	64	1	92	0	4	0	64	255	64	16	0	0	poisonNova	30	16	0	0	0	0	3	1	0	1	1	1	0	0	0	1	1	0	0	0	1	1	1	0	1	0	1	0	none	0	none	0	0	0	0	0	0	0	0	0	0	0	pois	6	16	6	6	6	800	0	0	0	0	32	0
Dirt Pile	322	0	0	0	128	0	0	0	255	255	255	0	0	0	SandMaggotDirtPile	1	16	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	Client No Velocity	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	8	0
UndeadMissile1	323	20	20	0	40	0	9	0	255	255	255	1	0	1	SkullPoison	12	16	0	0	0	0	3	1	0	1	1	1	0	0	0	1	1	0	0	0	1	1	1	0	1	0	1	0	none	0	none	0	1	1	0	0	0	0	0	0	0	0	pois	4	6	1	1	1	350	0	0	0	0	16	0
UndeadMissile2	324	20	20	0	40	0	9	0	255	255	255	1	0	1	SkullFire	12	16	0	0	0	0	3	1	0	1	1	1	0	0	0	1	1	0	0	0	1	1	1	0	1	0	1	0	none	0	none	0	1	1	0	0	0	0	0	0	0	0	fire	1344	2880	512	512	512	0	0	0	0	0	8	0
UndeadMissile3	325	20	20	0	40	0	9	0	255	255	255	1	0	1	SkullIce	12	16	0	0	0	0	3	1	0	1	1	1	0	0	0	1	1	0	0	0	1	1	1	0	1	0	1	0	none	0	none	0	1	1	0	0	0	0	0	0	0	0	cold	1344	2880	512	512	512	40	0	0	0	0	16	0
UndeadMissile4	326	20	20	0	40	0	9	0	255	255	255	1	0	1	SkullUnholy	12	16	0	0	0	0	3	1	0	1	1	1	0	0	0	1	1	0	0	0	1	1	1	0	1	0	1	0	none	0	none	0	1	1	0	0	0	900	2000	180	180	180		0	0	0	0	0	0	0	0	0	0	16	0
BoneSpiritExplode	327	0	0	0	12	0	0	0	255	255	255	0	0	0	BoneSpiritExplode	13	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	none	0	none	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
DopplezonExplode	328	0	0	0	25	0	0	0	255	255	255	0	0	0	DopplezonExplode	25	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	none	0	none	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
MonBoneSpirit	329	12	12	0	128	0	3	0	255	255	255	1	0	1	BoneSpirit	8	16	0	0	0	0	3	1	0	0	1	1	0	0	0	1	0	0	1	0	1	1	1	0	1	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	mag	10	15	7	7	7	0	0	0	0	0	8	0
TowerMistFade	330	0	0	0	128	1	0	0	255	255	255	0	0	0	Mist_fade	14	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
CountessFirewall	331	0	0	0	1000	1	5	1	255	178	64	0	0	1	groundFireSmall	37	16	0	1	12	36	3	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	none	0	none	0	1	1	0	1	0	0	0	0	0	0	fire	3	5	4	4	4	0	0	0	0	0	1	0
TowerChestSpawner	332	0	0	0	400	1	15	0	192	192	255	0	0	0	null	2	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	150	start delay	2	spawn interval divisor	0	1	1	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
HellMeteorLaunch1	333	0	0	0	22	0	0	0	255	255	255	0	0	0	meteorlavaburst	11	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
HellMeteorLaunch2	334	0	0	0	22	0	0	0	255	255	255	0	0	0	meteorlavaburst2	11	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
HellMeteorUp	335	0	0	0	50	0	0	0	255	255	255	0	0	1	meteorlavaup	9	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
HellMeteorDown	336	0	0	0	225	0	5	0	255	255	255	0	0	1	meteorlavadown	9	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	5	Radius	0	none	0	0	0	0	8	0	0	0	0	0	0	fire	5	15	5	5	5	0	0	0	0	0	1	0
HellMeteorBall	337	0	0	0	225	0	5	0	255	255	255	0	0	1	meteorlavarock	9	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
HoradricStaff	338	0	0	0	440	0	0	0	255	255	255	0	0	1	HoradricStaff	8	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
HoradricLightning	339	20	20	0	30	0	3	0	255	255	255	0	0	1	LightningStrike	8	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	64	32	0
HoradricLight	340	0	0	0	225	0	2	0	255	255	255	0	0	1	HoradricLightBeamstreaks	1	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	32	0
RegurgitatorCorpse	341	14	14	0	200	0	2	0	255	64	64	1	0	1	SlugMissile	12	16	0	0	0	0	3	1	0	1	1	1	0	0	0	1	1	0	1	0	1	1	1	0	1	0	1	0	none	0	none	0	0	0	0	8	0	25	55	15	15	15		0	0	0	0	0	0	0	0	0	176	8	1
RegurgitatorCorpseExplode	342	0	0	0	12	0	13	0	255	64	64	0	0	0	Slug Missile Explode	12	16	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	1
HighPriestLightning	343	8	8	0	16	0	12	0	255	64	64	0	0	0	HighPriestLightning	9	16	0	0	0	0	3	1	0	1	1	1	0	0	0	1	1	0	1	0	1	1	0	0	1	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	fire	4	12	5	5	5	0	0	0	0	0	8	0
IceBreakSmallMelt	344	0	0	0	150	0	0	0	255	255	255	0	0	0	IceBreakSmallMelt	12	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	none	0	none	0	0	1	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	4	0
IceBreakLargeMelt	345	0	0	0	150	0	0	0	255	255	255	0	0	0	IceBreakLargeMelt	12	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	none	0	none	0	0	1	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	4	0
LeapKnockBack	346	0	0	0	2	0	0	0	0	0	0	0	0	0	null	2	16	0	0	0	0	3	0	0	0	1	1	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
RadamentDeath	347	0	0	0	400	0	15	0	255	255	255	0	0	0	null	2	16	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
