skill	Id	charclass	ClassReq	Monster	Enhanceable	AttackRank	itemclass1	itemclass2	itemclass3	itemclass4	itemclass5	itemclass6	anim	monanim	seqnum	isaura	Durability	Shiver	UseAttackRate	LineOfSight	TargetableOnly	SearchEnemyXY	SearchMonsterNear	SelectDead	SearchOpenXY	TargetPet	TargetAlly	ItemEffect	range	AttackNoMana	reqlevel	reqstr	reqdex	reqint	reqvit	reqskill1	reqskill2	reqskill3	State1	State2	State3	Delay	SkillPage	SkillRow	SkillColumn	IconCel	leftskl	manashift	mana	lvlmana	Interrupt	InTown	Periodic	Finishing	Passive	Param1	Param1 Description	Param2	Param2 Description	Param3	Param3 Description	Param4	Param4 Description	Param5	Param5 Description	Param6	Param6 Description	effect	leveleffect	InGame	Done	Open	Beta	What's left? - code	What's Left - art	ToHit	LevToHit	HitShift	SrcDam	MinDam	MaxDam	LevDam1	LevDam2	LevDam3	EType	EMin	EMax	ELev1	ELev2	ELev3	ELen	ELevLen1	ELevLen2	ELevLen3	caster state	cost mult	cost add
Natural Resistance	153	bar	0	0	1	0	xxx	xxx	xxx	xxx	xxx	xxx	cast	seq	0	0	0	1	1	0	0	0	0	0	0	0	0	0	none	0	30	0	0	0	0	Iron Skin			0	0	0	0	2	6	3	54	1	8	0	0	1	0	1	0	1	0	min % resistance bonus	80	max % resistance bonus	0	?	0	?	0	?	0	?	PASSIVE (1/2 mastery curve) bonus to all resistances	curve	1	1	0	0	*Check	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0		896	64000
War Cry	154	bar	0	0	1	9	xxx	xxx	xxx	xxx	xxx	xxx	cast	seq	0	0	0	1	1	0	0	0	0	0	0	0	0	0	none	0	30	0	0	0	0	Battle Cry	Battle Orders		0	0	0	0	3	6	1	56	1	8	10	1	1	0	0	0	0	25	stun length	5	stun length per level	0	?	0	?	0	?	0	?	all monsters in radius take 20 damage and are stunned for duration	more damage/bigger radius	1	1	0	0	*Check	?	0	0	8	0	20	30	6	7	8		0	0	0	0	0	0	0	0	0		896	64000
Battle Command	155	bar	0	0	1	9	xxx	xxx	xxx	xxx	xxx	xxx	cast	seq	0	0	0	1	1	0	0	0	0	0	0	0	0	0	none	0	30	0	0	0	0	Battle Orders			0	0	0	0	3	6	2	58	1	8	11	0	1	0	0	0	0	300	duration	100	duration/level	0	?	0	?	0	?	0	?	add 1 skill level to all party members skills (+10% hit/damage for pets)	bigger radius/duration	1	1	0	0	*Check	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0		896	64000
Fire Hit	156		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	seq	0	0	0	1	1	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	1	base damage	5	extra per level	50	duration	50	duration/level	0	?	0	?	?	?	1	0	0	0	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
UnHolyBolt	157		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	seq	0	0	0	1	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	1	0	0	0	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
SkeletonRaise	158		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	seq	0	0	0	0	0	0	0	0	1	1	1	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	1	0	1	1	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
MaggotEgg	159		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	seq	0	0	0	0	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	1	0	0	0	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
ShamanFire	160		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	seq	0	0	0	1	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	1	0	1	1	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
MagottUp	161		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	seq	0	0	0	0	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	1	0	0	0	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
MagottDown	162		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	seq	0	0	0	0	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	1	0	0	0	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
MagottLay	163		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	seq	0	0	0	0	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	1	0	0	0	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
AndrialSpray	164		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	seq	0	0	0	0	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	1	0	1	1	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
Jump	165		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	seq	0	0	0	0	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	0	0	0	0	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
Swarm Move	166		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	seq	0	0	0	1	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	0	0	0	0	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
Nest	167		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	seq	0	0	0	0	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	0	0	1	1	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
Quick Strike	168		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	seq	0	0	0	1	0	0	0	1	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	0	0	1	1	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
VampireFireball	169		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	cast	0	0	0	1	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	1	0	0	0	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
VampireFirewall	170		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	cast	0	0	0	1	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	1	0	0	0	?	?	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
VampireMeteor	171		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	cast	0	0	0	1	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	5	radius of explosion	1	radius/level	30	Frames of fire	15	Frames of fire per level	0	?	0	?	"giant meteor comes from sky and hits target square 60 frames after cast, immol arrow type"	"more damage, more radius"	1	0	0	0	*Check	"lightsource target, meteor missile, immolation explosion"	0	0	8	0	0	0	0	0	0	fire	5	10	5	5	5	0	0	0	0			0
GargoyleTrap	172		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	seq	18	0	0	0	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	0	0	1	1	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
SpiderLay	173		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	a2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	30	Slow Duration/Level	75	Duration/Level	0	?	0	?	0	?	0	?	?	?	1	0	0	0	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
VampireHeal	174		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	cast	0	0	0	1	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	0	0	0	0	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
VampireRaise	175		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	cast	0	0	0	1	0	0	0	1	1	1	1	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	0	0	0	0	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
Submerge	176		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	seq	0	0	0	0	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	1	0	0	0	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
FetishAura	177		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	cast	0	0	0	1	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	10	Base stat mod	50	Duration/Level	5	Stat Mod/Level	10	Base Range ( + 2/Lvl )	0	?	0	?	?	?	0	0	0	0	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
FetishInferno	178		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	1	0	0	0	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
ZakarumHeal	179		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	sk1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	15	?	30	?	5	?	0	?	0	?	0	?	?	?	1	0	0	0	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
Emerge	180		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	sk1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	1	0	0	0	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
Resurrect	181		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	seq	0	0	0	1	0	0	0	1	1	1	1	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	1	0	1	1	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
Bestow	182		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	seq	0	0	0	1	0	0	0	1	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	1	0	0	0	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
MissileSkill1	183		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	sk1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	0	0	0	0	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
MonTeleport	184		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	sk1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	0	0	0	0	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
PrimeLightning	185		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	a2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	0	0	0	0	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
PrimeBolt	186		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	a1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	0	0	0	0	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
PrimeBlaze	187		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	a1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	?	60	duration/level	0	?	0	?	0	?	0	?	?	?	0	0	0	0	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
PrimeFirewall	188		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	a1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	0	0	0	0	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
PrimeSpike	189		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	a1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	4	radius	0	radius per level	25	freeze frames	10	freeze frames per level	0	?	0	?	?	?	0	0	0	0	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
PrimeIceNova	190		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	a1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	0	0	0	0	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
PrimePoisonball	191		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	a1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	0	0	0	0	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
PrimePoisonNova	192		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	a1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	0	0	0	0	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
DiabLight	193		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	cast	0	0	0	1	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	0	0	0	0	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
DiabCold	194		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	sk2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	?	200	Frames	0	?	0	?	0	?	0	?	?	?	0	0	0	0	?	?	0	0	8	0	0	0	0	0	0	mag	1	8	5	5	5	0	0	0	0			0
DiabFire	195		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	sk1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	0	0	0	0	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
FingerMageSpider	196		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	sk1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	30	base frames	10	frames per level	24	unshifted damage per frame	0	?	0	?	0	?	"A spider comes out, tracks you, hits you, curses you for xx frames"	?	1	0	0	0	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
DiabWall	197		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	sk1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	0	0	0	0	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
DiabRun	198		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	seq	22	0	0	1	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	0	0	0	0	?	?	0	0	8	0	17	33	9	9	9		0	0	0	0	0	0	0	0	0			0
DiabPrison	199		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	sk3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	0	0	0	0	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
PoisonBallTrap	200		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	cast	sk1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	1	1	0	0	?	?	0	0	8	0	10	20	10	10	10		0	0	0	0	0	0	0	0	0			0
AndyPoisonBolt	201		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	a1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	0	0	1	1	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
HireableMissile	202		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	a1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	0	0	1	1	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
DesertTurret	203		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	seq	26	0	0	1	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	1	0	0	0	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
ArcaneTower	204		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	seq	27	0	0	1	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	1	0	0	0	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
MonBlizzard	205		1	1	1	3	xxx	xxx	xxx	xxx	xxx	xxx	seq	sk1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	0	0	0	0	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
Mosquito	206		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	seq	34	0	0	1	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	0	0	0	0	?	?	0	0	8	0	2	4	2	2	2		2	4	3	3	3	200	0	0	0			0
CursedBallTrapRight	207		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	cast	sk2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	1	1	0	0	?	?	0	0	8	0	10	20	5	5	5		0	0	0	0	0	0	0	0	0			0
CursedBallTrapLeft	208		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	cast	sk2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	1	1	0	0	?	?	0	0	8	0	10	20	5	5	5		0	0	0	0	0	0	0	0	0			0
MonFrozenArmor	209		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	cast	0	0	0	1	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	30	% AC base	5	% AC per level	3600	Duration	300	Duration per level	30	Freeze Frames	3	Freeze Frames per level	?	?	1	1	0	0	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	STATE_FROZENARMOR		0
MonBoneArmor	210		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	sk1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	20	damage absorbed	10	additional absorbed/level	0	?	0	?	0	?	0	?	?	?	1	1	0	0	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
MonBoneSpirit	211		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	sk1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	15	Search range	0	?	0	?	0	?	0	?	0	?	?	?	1	1	0	0	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
MonCurseCast	212		1	1	1	5	xxx	xxx	xxx	xxx	xxx	xxx	seq	sk2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	1	1	2	0	1	8	0	0	1	0	0	0	0	3	radius	1	radius per level	300	duration	60	additional duration/level	100	% additional damage taken	0	?	?	?	1	1	0	0	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
HellMeteor	213		1	1	1	4	xxx	xxx	xxx	xxx	xxx	xxx	seq	a1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	0	0	0	0	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
RegurgitatorEat	214		1	1	1	2	xxx	xxx	xxx	xxx	xxx	xxx	seq	sk1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	"Regurgitator eats a corpse, causing blood to fly, and enabling his missile attack"	?	1	1	0	0	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
MonFrenzy	215		1	1	1	3	xxx	xxx	xxx	xxx	xxx	xxx	seq	a2	0	0	0	1	1	0	1	1	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	200	duration	25	duration/level	30	min % speed increase	110	max % speed increase	0	?	0	?	?	?	1	1	0	0	?	?	10	10	8	8	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
QueenDeath	216		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	seq	41	0	0	1	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	1	1	0	0	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
