Class	namco	Type	Descriptor	BaseId	PopulateId	Spawned	Beta	Code	ClientOnly	NoMap	SizeX	SizeY	Height	NoOverlays	OverlayHeight	Velocity	Run	CanStealFrom	ColdEffect	Rarity	Level	Level(N)	Level(H)	MeleeRng	MinGrp	MaxGrp	HD	TR	LG	RA	LA	RH	LH	SH	S1	S2	S3	S4	S5	S6	S7	S8	TotalPieces	SpawnComponents	BaseW	AIParam1	Comment	AIParam2	Comment	AIParam3	Comment	AIParam4	Comment	AIParam5	Comment	ModeDH	ModeN	ModeW	ModeGH	ModeA1	ModeA2	ModeB	ModeC	ModeS1	ModeS2	ModeS3	ModeS4	ModeDD	ModeKB	ModeSQ	ModeRN	ElMode	ElType	ElOver	ElPct	ElMinD	ElMaxD	ElDur	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	A1Move	A2Move	S1Move	S2Move	S3Move	S4Move	Cmove	Align	IsMelee	IsSel	IsSel2	NeverSel	CorpseSel	IsAtt	IsNPC	IsCritter	InTown	Bleed	Shadow	Light	NoUniqueShift	CompositeDeath	Skill1	Skill1Seq	Skill1Lvl	Skill2	Skill2Seq	Skill2Lvl	Skill3	Skill3Seq	Skill3Lvl	Skill4	Skill4Seq	Skill4Lvl	Skill5	Skill5Seq	Skill5Lvl	LightR	LightG	LightB	DamageResist	MagicResist	FireResist	LightResist	ColdResist	PoisonResist	DamageResist(N)	MagicResist(N)	FireResist(N)	LightResist(N)	ColdResist(N)	PoisonResist(N)	DamageResist(H)	MagicResist(H)	FireResist(H)	LightResist(H)	ColdResist(H)	PoisonResist(H)	DamageRegen	eLUndead	eHUndead	eDemon	eMagicUsing	eLarge	eSmall	eFlying	eOpenDoors	eSpawnCol	eBoss	PixHeight	Interact	MinHP	MaxHP	AC	Exp	ToBlock	A1MinD	A1MaxD	A1ToHit	A2MinD	A2MaxD	A2ToHit	S1MinD	S1MaxD	S1ToHit	MinHP(N)	MaxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1ToHit(N)	A2MinD(N)	A2MaxD(N)	A2ToHit(N)	S1MinD(N)	S1MaxD(N)	S1ToHit(N)	MinHP(H)	MaxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1ToHit(H)	A2MinD(H)	A2MaxD(H)	A2ToHit(H)	S1MinD(H)	S1MaxD(H)	S1ToHit(H)	TreasureClass1	TreasureClass2	TreasureClass3	TreasureClass4	TreasureClass1(N)	TreasureClass2(N)	TreasureClass3(N)	TreasureClass4(N)	TreasureClass1(H)	TreasureClass2(H)	TreasureClass3(H)	TreasureClass4(H)	SpawnPctBonus	Soft	Heart	BodyPart	Killable	Switch	Restore	NeverCount	HitClass	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	DeadCollision	UnflatDead	BloodLocal	DeathDamage	PetIgnore	NoGfxHitTest	HitTestTop	HitTestLeft	HitTestWidth	HitTestHeight	GenericSpawn	AutomapCel	SparsePopulate	Zoo	ObjectCollision	Inert
Afflicted	Afflicted	BigHead		3	10	1	1	BH	0	0	3	3	3	0	3	6	6	1	50	0	12	45	78	0	2	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	hth	88		0		0		0		0		1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	65535	2	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	70	0	0	0	0	0	85	0	75	50	0	0	100	0	0	2	0	0	1	1	1	0	0	1	0	0	96	0	17	33	45	112	11	6	9	19	0	0	31	0	0	0	193	375	183	1461	20	30	102	0	0	170	0	0	0	582	1129	341	10574	46	68	235	0	0	391	0	0	0	Act 1 Cast C	Act 1 Champ C	Act 1 Unique C		Act 1 (N) Cast C	Act 1 (N) Champ C	Act 1 (N) Unique C		Act 1 (H) Cast C	Act 1 (H) Champ C	Act 1 (H) Unique C		0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Tainted	Tainted	BigHead		3	11	1	1	BH	0	0	3	3	3	0	3	6	6	1	50	0	11	44	77	0	2	4	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	hth	86		0		0		0		0		1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	65535	3	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	60	0	0	0	0	0	80	0	75	50	0	0	100	0	0	2	0	0	1	1	1	0	0	1	0	0	96	0	16	31	41	104	10	5	8	17	0	0	29	0	0	0	189	366	179	1366	20	29	100	0	0	166	0	0	0	574	1115	337	9976	45	67	232	0	0	386	0	0	0	Act 1 Cast C	Act 1 Champ C	Act 1 Unique C		Act 1 (N) Cast C	Act 1 (N) Champ C	Act 1 (N) Unique C		Act 1 (H) Cast C	Act 1 (H) Champ C	Act 1 (H) Unique C		0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Misshapen	Misshapen	BigHead		3	12	1	1	BH	0	0	3	3	3	0	3	5	5	1	50	0	5	38	71	0	1	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	hth	80		0		0		0		0		1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	65535	4	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	40	0	0	0	0	0	70	0	0	50	0	0	100	0	0	2	0	0	1	1	1	0	0	1	0	0	96	0	8	16	19	56	5	3	4	8	0	0	14	0	0	0	163	317	154	910	17	26	86	0	0	144	0	0	0	530	1028	311	7032	42	62	214	0	0	356	0	0	0	Act 1 Cast B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) Cast B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 1 (H) Cast B	Act 1 (H) Champ B	Act 1 (H) Unique B		0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Disfigured	Disfigured	BigHead		3	13	1	1	BH	0	0	3	3	3	0	3	5	5	1	50	0	8	41	74	0	1	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	hth	83		0		0		0		0		1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	65535	5	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	50	0	0	0	0	0	75	0	0	50	0	0	100	0	0	2	0	0	1	1	1	0	0	1	0	0	96	0	12	23	30	80	8	4	6	13	0	0	21	0	0	0	176	342	167	1115	19	27	93	0	0	155	0	0	0	552	1072	324	8376	43	64	223	0	0	371	0	0	0	Act 1 Cast B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) Cast B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 1 (H) Cast B	Act 1 (H) Champ B	Act 1 (H) Unique B		0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Damned	Damned	BigHead		3	14	1	0	BH	0	0	3	3	3	0	3	7	7	1	50	1	27	60	90	0	3	4	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	hth	90		0		0		0		0		1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	65535	6	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	80	0	0	0	0	0	100	0	0	50	0	0	100	0	0	2	0	0	1	1	1	0	0	1	0	0	96	0	36	70	101	470	22	12	18	41	0	0	69	0	0	0	257	498	244	4031	27	40	136	0	0	226	0	0	0	671	1303	394	21277	53	78	271	0	0	451	0	0	0	Act 4 Cast A	Act 4 Champ A	Act 4 Unique A		Act 4 (N) Cast A	Act 4 (N) Champ A	Act 4 (N) Unique A		Act 4 (H) Cast A	Act 4 (H) Champ A	Act 4 (H) Unique A		0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
FoulCrow	FoulCrow	BloodHawk		4	15	1	1	BK	0	0	2	2	2	0	2	4	4	1	50	1	4	37	70	0	2	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	0		0		0		0		0		1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	100	2	0	0	0	0	0	0	1	0	0	0	88	0	2	5	3	22	5	1	2	8	0	0	0	0	0	0	51	108	30	381	8	17	104	0	0	0	0	0	0	169	353	61	2969	20	41	260	0	0	0	0	0	0	Act 1 Cast A	Act 1 Champ A	Act 1 Unique A		Act 1 (N) Cast A	Act 1 (N) Champ A	Act 1 (N) Unique A		Act 1 (H) Cast A	Act 1 (H) Champ A	Act 1 (H) Unique A		0	1	xxx	xxx	1	1	1	0	12	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
BloodHawk	BloodHawk	BloodHawk		4	16	1	1	BK	0	0	2	2	2	0	2	4	4	1	50	1	6	39	72	0	3	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	0		0		0		0		0		1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	100	2	0	0	0	0	0	0	1	0	0	0	88	0	3	6	5	29	7	2	3	12	0	0	0	0	0	0	54	113	32	436	8	18	109	0	0	0	0	0	0	174	363	63	3336	20	42	267	0	0	0	0	0	0	Act 1 Cast B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) Cast B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 1 (H) Cast B	Act 1 (H) Champ B	Act 1 (H) Unique B		0	1	xxx	xxx	1	1	1	0	12	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
BlackRaptor	BlackRaptor	BloodHawk		4	17	1	0	BK	0	0	2	2	2	0	2	5	5	1	50	1	16	49	82	0	3	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	0		0		0		0		0		1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	60	0	0	0	0	0	80	50	0	0	0	0	100	2	0	0	0	0	0	0	1	0	0	0	88	0	7	15	12	74	17	4	7	31	0	0	0	0	0	0	68	142	40	857	11	22	137	0	0	0	0	0	0	198	414	72	5974	23	48	304	0	0	0	0	0	0	Act 2 Cast B	Act 2 Champ B	Act 2 Unique B		Act 2 (N) Cast B	Act 2 (N) Champ B	Act 2 (N) Unique B		Act 2 (H) Cast B	Act 2 (H) Champ B	Act 2 (H) Unique B		0	1	xxx	xxx	1	1	1	0	12	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
CloudStalker	CloudStalker	BloodHawk		4	18	1	0	BK	0	0	2	2	2	0	2	6	6	1	50	1	22	55	88	0	4	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	0		0		0		0		0		1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	30	0	20	60	0	0	40	0	50	80	0	0	50	0	50	100	0	0	2	0	0	0	0	0	0	1	0	0	0	88	0	10	20	17	130	22	5	10	42	0	0	0	0	0	0	76	159	45	1286	12	25	154	0	0	0	0	0	0	212	444	77	8474	25	51	327	0	0	0	0	0	0	Act 3 Cast A	Act 3 Champ A	Act 3 Unique A		Act 3 (N) Cast A	Act 3 (N) Champ A	Act 3 (N) Unique A		Act 3 (H) Cast A	Act 3 (H) Champ A	Act 3 (H) Unique A		0	1	xxx	xxx	1	1	1	0	12	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Fallen	Fallen	Fallen		5	19	1	1	FA	0	0	2	2	1	0	1	5	5	1	50	1	1	34	67	0	2	3	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	1	6	0	hth	30	chance to call people back to fight	40	chance to do attack1 vs attack2	10	chance random walk	50	chance to attack	0		1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	50	0	100	0	0	0	2	0	0	1	0	0	1	0	1	0	0	64	0	1	3	5	18	9	1	2	3	1	2	3	0	0	0	47	125	185	513	10	20	95	9	22	95	0	0	0	162	426	393	4118	26	51	249	24	55	249	0	0	0	Act 1 H2H A	Act 1 Champ A	Act 1 Unique A		Act 1 (N) H2H A	Act 1 (N) Champ A	Act 1 (N) Unique A		Act 1 (H) H2H A	Act 1 (H) Champ A	Act 1 (H) Unique A		0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
Carver	Carver	Fallen		5	20	1	1	FA	0	0	2	2	1	0	1	5	5	1	50	1	5	38	71	0	2	4	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	1	6	0	hth	45	chance to call people back to fight	35	chance to do attack1 vs attack2	15	chance random walk	60	chance to attack	0		1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	50	0	100	0	0	0	2	0	0	1	0	0	1	0	1	0	0	64	0	3	7	25	42	16	2	4	10	2	4	10	0	0	0	53	139	207	673	11	23	106	11	24	106	0	0	0	171	452	416	5199	27	54	264	25	58	264	0	0	0	Act 1 H2H B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) H2H B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 1 (H) H2H B	Act 1 (H) Champ B	Act 1 (H) Unique B		0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
Devilkin	Devilkin	Fallen		5	21	1	1	FA	0	0	2	2	1	0	1	6	6	1	50	1	7	40	73	0	3	4	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	1	6	0	hth	55	chance to call people back to fight	30	chance to do attack1 vs attack2	20	chance random walk	70	chance to attack	0		1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	50	0	100	0	0	0	2	0	0	1	0	0	1	0	1	0	0	64	0	3	9	35	53	25	2	5	14	2	5	14	0	0	0	56	146	218	770	12	24	112	11	25	112	0	0	0	176	465	428	5842	28	56	271	26	60	271	0	0	0	Act 1 H2H B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) H2H B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 1 (H) H2H B	Act 1 (H) Champ B	Act 1 (H) Unique B		0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
DarkOne	DarkOne	Fallen		5	22	1	1	FA	0	0	2	2	1	0	1	6	6	1	50	1	10	43	76	0	3	5	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	1	6	0	hth	65	chance to call people back to fight	25	chance to do attack1 vs attack2	25	chance random walk	80	chance to attack	0		1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	50	0	100	0	0	0	2	0	0	1	0	0	1	0	1	0	0	64	0	5	12	50	71	36	3	7	19	3	7	19	0	0	0	60	157	234	943	13	25	120	12	27	120	0	0	0	183	484	446	6957	29	58	282	27	62	282	0	0	0	Act 1 H2H C	Act 1 Champ C	Act 1 Unique C		Act 1 (N) H2H C	Act 1 (N) Champ C	Act 1 (N) Unique C		Act 1 (H) H2H C	Act 1 (H) Champ C	Act 1 (H) Unique C		0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
WarpedFallen	WarpedFallen	Fallen		5	23	1	0	FA	0	0	2	2	1	0	1	8	8	1	50	1	40	70	90	0	1	1	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	1	6	0	hth	75	chance to call people back to fight	20	chance to do attack1 vs attack2	30	chance random walk	90	chance to attack	0		1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	50	50	50	50	50	50	66	66	66	66	66	66	75	75	75	75	75	75	2	0	0	1	0	0	1	0	1	0	0	64	0	17	45	201	1199	49	11	23	75	11	24	75	0	0	0	97	255	381	5863	20	41	195	19	43	195	0	0	0	217	572	528	15730	34	69	334	32	73	334	0	0	0	Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C		0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
Brute	Brute	Wendigo		6	24	1	1	YE	0	0	3	3	3	0	3	4	4	1	50	0	5	38	71	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	75		0		0		0		0		1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	100	0	2	0	0	0	0	1	0	0	1	0	0	104	0	18	29	25	84	6	3	4	10	5	6	10	0	0	0	360	576	207	1360	15	26	106	29	35	106	0	0	0	1169	1870	416	10508	36	63	264	69	85	264	0	0	0	Act 1 H2H B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) H2H B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 1 (H) H2H B	Act 1 (H) Champ B	Act 1 (H) Unique B		0	1	xxx	xxx	1	1	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0
Yeti	Yeti	Wendigo		6	25	1	1	YE	0	0	3	3	3	0	3	4	4	1	50	0	9	42	75	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	80		15		0		0		0		1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	20	0	0	0	0	0	60	0	50	0	0	0	100	0	2	0	0	0	0	1	0	0	1	0	0	104	0	29	47	45	132	10	4	7	18	8	9	18	0	0	0	398	636	229	1782	17	29	117	31	39	117	0	0	0	1234	1975	440	13266	38	67	278	73	90	278	0	0	0	Act 1 H2H C	Act 1 Champ C	Act 1 Unique C		Act 1 (N) H2H C	Act 1 (N) Champ C	Act 1 (N) Unique C		Act 1 (H) H2H C	Act 1 (H) Champ C	Act 1 (H) Unique C		0	1	xxx	xxx	1	1	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0
Crusher	Crusher	Wendigo		6	26	1	0	YE	0	0	3	3	3	0	3	5	5	1	50	1	19	52	85	0	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	85		25		0		0		0		1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	60	0	0	0	0	0	0	0	0	0	0	50	0	0	0	100	0	2	0	0	0	0	1	0	0	1	0	0	104	0	57	92	95	327	19	8	13	36	14	18	36	0	0	0	491	786	283	3506	20	35	145	38	48	145	0	0	0	1398	2237	498	23757	43	76	315	82	102	315	0	0	0	Act 2 H2H C	Act 2 Champ C	Act 2 Unique C		Act 2 (N) H2H C	Act 2 (N) Champ C	Act 2 (N) Unique C		Act 2 (H) H2H C	Act 2 (H) Champ C	Act 2 (H) Unique C		0	1	xxx	xxx	1	1	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0
WailingBeast	WailingBeast	Wendigo		6	27	1	1	YE	0	0	3	3	3	0	3	5	5	1	50	0	23	56	89	0	3	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	90		40		0		0		0		1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	60	20	0	0	0	0	80	50	0	0	0	50	100	75	0	0	0	2	0	0	0	0	1	0	0	1	0	0	104	0	68	110	116	479	23	9	16	43	17	21	43	0	0	0	529	846	305	4595	22	38	156	41	51	156	0	0	0	1464	2342	522	29992	45	79	330	86	106	330	0	0	0	Act 3 H2H B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B		0	1	xxx	xxx	1	1	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0
GargantuanBeast	GargantuanBeast	Wendigo		6	28	1	0	YE	0	0	3	3	3	0	3	3	3	1	50	0	2	35	68	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	100		55		0		0		0		1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	75	100	0	2	0	0	0	0	1	0	0	1	0	0	104	0	9	15	10	48	4	2	3	5	3	4	5	0	0	0	332	531	191	1110	14	24	98	26	33	98	0	0	0	1119	1791	399	8822	35	61	253	66	82	253	0	0	0	Act 1 H2H A	Act 1 Champ A	Act 1 Unique A		Act 1 (N) H2H A	Act 1 (N) Champ A	Act 1 (N) Unique A		Act 1 (H) H2H A	Act 1 (H) Champ A	Act 1 (H) Unique A		0	1	xxx	xxx	1	1	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0
SandRaider	SandRaider	SandRaider		7	29	1	0	SR	0	0	3	3	3	0	3	5	5	1	50	0	13	46	79	0	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	40	health pct	70	circle freq	75	attack pct	15	pause time	18	charge up	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	1	0	50	3	4	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	0	156	3	1	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	50	0	100	0	0	0	2	0	0	0	0	0	0	0	1	0	0	96	0	38	59	65	179	25	6	9	47	0	0	25	0	0	0	406	638	250	2257	20	29	243	0	0	129	0	0	0	1213	1906	463	16180	44	64	555	0	0	293	0	0	0	Act 2 H2H A	Act 2 Champ A	Act 2 Unique A		Act 2 (N) H2H A	Act 2 (N) Champ A	Act 2 (N) Unique A		Act 2 (H) H2H A	Act 2 (H) Champ A	Act 2 (H) Unique A		0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Marauder	Marauder	SandRaider		7	30	1	0	SR	0	0	3	3	3	0	3	5	5	1	50	0	17	50	83	0	2	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	45	cause flee	70		80		12		16		1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	1	0	60	4	5	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	0	156	3	2	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	50	0	100	0	0	0	2	0	0	0	0	0	0	0	1	0	0	96	0	48	76	85	261	32	7	11	61	0	0	32	0	0	0	441	693	272	2958	21	31	264	0	0	140	0	0	0	1274	2003	487	20427	46	68	583	0	0	308	0	0	0	Act 2 H2H B	Act 2 Champ B	Act 2 Unique B		Act 2 (N) H2H B	Act 2 (N) Champ B	Act 2 (N) Unique B		Act 2 (H) H2H B	Act 2 (H) Champ B	Act 2 (H) Unique B		0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
